ticket,symbol,direction,strategy,entryPrice,exitPrice,entryTime,exitTime,sl,tp,volume,profit,durationMinutes,pips,riskReward
37,XAUUSD,sell,low,2693.86131,2720.79992,2023-11-19T00:45:00.000Z,2023-11-20T20:35:00.000Z,2720.79992,2613.04547,0.17,-457.96,2630,-269.39,1.00
41,XAUUSD,sell,low,2707.82283,2734.90106,2023-11-20T21:45:00.000Z,2023-11-21T19:55:00.000Z,2734.90106,2626.58815,0.14,-379.10,1330,-270.78,1.00
40,XAUUSD,buy,low,2671.62217,2751.77084,2023-11-20T08:15:00.000Z,2023-11-22T05:50:00.000Z,2644.90595,2751.77084,0.15,1202.23,2735,801.49,3.00
42,XAUUSD,sell,low,2742.07050,2769.49121,2023-11-22T05:20:00.000Z,2023-11-22T11:10:00.000Z,2769.49121,2659.80839,0.13,-356.47,350,-274.21,1.00
44,XAUUSD,sell,low,2767.36487,2795.03852,2023-11-22T11:15:00.000Z,2023-11-23T12:05:00.000Z,2795.03852,2684.34392,0.14,-387.43,1490,-276.74,1.00
45,XAUUSD,sell,low,2791.32858,2819.24187,2023-11-23T12:15:00.000Z,2023-11-24T23:20:00.000Z,2819.24187,2707.58872,0.14,-390.79,2105,-279.13,1.00
43,XAUUSD,buy,low,2751.76369,2834.31660,2023-11-22T05:55:00.000Z,2023-11-25T11:50:00.000Z,2724.24605,2834.31660,0.15,1238.29,4675,825.53,3.00
46,XAUUSD,sell,low,2810.60671,2838.71278,2023-11-25T02:15:00.000Z,2023-11-25T11:55:00.000Z,2838.71278,2726.28851,0.13,-365.38,580,-281.06,1.00
48,XAUUSD,sell,low,2839.57268,2867.96841,2023-11-25T12:20:00.000Z,2023-11-25T16:35:00.000Z,2867.96841,2754.38550,0.14,-397.54,255,-283.96,1.00
49,XAUUSD,sell,low,2872.67938,2901.40617,2023-11-25T17:20:00.000Z,2023-11-25T21:55:00.000Z,2901.40617,2786.49900,0.13,-373.45,275,-287.27,1.00
50,XAUUSD,sell,low,2893.96704,2922.90671,2023-11-25T22:10:00.000Z,2023-11-26T04:10:00.000Z,2922.90671,2807.14802,0.13,-376.22,360,-289.40,1.00
47,XAUUSD,buy,low,2839.34268,2924.52296,2023-11-25T12:00:00.000Z,2023-11-27T03:30:00.000Z,2810.94925,2924.52296,0.14,1192.52,2370,851.80,3.00
52,XAUUSD,buy,low,2924.85789,2895.60931,2023-11-27T03:35:00.000Z,2023-11-27T07:15:00.000Z,2895.60931,3012.60362,0.14,-409.48,220,-292.49,1.00
53,XAUUSD,buy,low,2909.01418,2879.92404,2023-11-27T21:05:00.000Z,2023-11-28T04:10:00.000Z,2879.92404,2996.28461,0.13,-378.17,425,-290.90,1.00
51,XAUUSD,sell,low,2912.59898,2941.72497,2023-11-26T04:15:00.000Z,2023-11-29T11:00:00.000Z,2941.72497,2825.22101,0.12,-349.51,4725,-291.26,1.00
