ticket,symbol,direction,strategy,entryPrice,exitPrice,entryTime,exitTime,sl,tp,volume,profit,durationMinutes,pips,riskReward
32,XAUUSD,buy,low,2682.05642,2655.23585,2023-11-20T18:15:00.000Z,2023-11-20T19:40:00.000Z,2655.23585,2762.51811,0.20,-536.41,85,-268.21,1.00
31,XAUUSD,sell,low,2684.56125,2711.40686,2023-11-20T18:10:00.000Z,2023-11-21T05:45:00.000Z,2711.40686,2604.02441,0.20,-536.91,695,-268.46,1.00
33,XAUUSD,buy,low,2700.41824,2781.43079,2023-11-21T00:15:00.000Z,2023-11-22T12:45:00.000Z,2673.41406,2781.43079,0.19,1539.24,2190,810.13,3.00
34,XAUUSD,sell,low,2766.20210,2793.86412,2023-11-21T15:15:00.000Z,2023-11-22T17:10:00.000Z,2793.86412,2683.21604,0.17,-470.25,1555,-276.62,1.00
35,XAUUSD,buy,low,2786.53347,2758.66813,2023-11-22T16:50:00.000Z,2023-11-22T23:55:00.000Z,2758.66813,2870.12947,0.20,-557.31,425,-278.65,1.00
36,XAUUSD,sell,low,2763.42186,2791.05608,2023-11-22T23:45:00.000Z,2023-11-23T08:40:00.000Z,2791.05608,2680.51920,0.19,-525.05,535,-276.34,1.00
37,XAUUSD,buy,low,2789.41941,2761.52522,2023-11-23T08:35:00.000Z,2023-11-23T18:05:00.000Z,2761.52522,2873.10199,0.18,-502.10,570,-278.94,1.00
38,XAUUSD,sell,low,2754.21041,2781.75251,2023-11-23T19:05:00.000Z,2023-11-24T14:20:00.000Z,2781.75251,2671.58410,0.16,-440.67,1155,-275.42,1.00
40,XAUUSD,sell,low,2784.80578,2812.65384,2023-11-25T06:20:00.000Z,2023-11-25T10:45:00.000Z,2812.65384,2701.26161,0.15,-417.72,265,-278.48,1.00
39,XAUUSD,buy,low,2737.21365,2819.33006,2023-11-24T03:15:00.000Z,2023-11-25T11:35:00.000Z,2709.84152,2819.33006,0.16,1313.86,1940,821.16,3.00
42,XAUUSD,sell,low,2822.66627,2850.89293,2023-11-25T21:15:00.000Z,2023-11-26T02:30:00.000Z,2850.89293,2737.98628,0.17,-479.85,315,-282.27,1.00
43,XAUUSD,sell,low,2848.06075,2876.54136,2023-11-26T02:35:00.000Z,2023-11-26T19:35:00.000Z,2876.54136,2762.61893,0.16,-455.69,1020,-284.81,1.00
44,XAUUSD,sell,low,2883.14211,2796.64784,2023-11-26T20:55:00.000Z,2023-11-27T17:30:00.000Z,2911.97353,2796.64784,0.15,1297.41,1235,864.94,3.00
41,XAUUSD,buy,low,2817.98919,2789.80929,2023-11-25T20:40:00.000Z,2023-11-27T18:55:00.000Z,2789.80929,2902.52886,0.17,-479.06,2775,-281.80,1.00
45,XAUUSD,sell,low,2801.26100,2829.27361,2023-11-27T18:00:00.000Z,2023-11-28T00:35:00.000Z,2829.27361,2717.22317,0.18,-504.23,395,-280.13,1.00
47,XAUUSD,sell,low,2798.71863,2826.70581,2023-11-28T13:45:00.000Z,2023-11-29T06:10:00.000Z,2826.70581,2714.75707,0.16,-447.79,985,-279.87,1.00
48,XAUUSD,sell,low,2833.34038,2861.67378,2023-11-29T12:20:00.000Z,2023-11-29T18:15:00.000Z,2861.67378,2748.34017,0.15,-425.00,355,-283.33,1.00
46,XAUUSD,buy,low,2789.04532,2872.71668,2023-11-27T19:15:00.000Z,2023-11-29T21:25:00.000Z,2761.15487,2872.71668,0.17,1422.41,3010,836.71,3.00
