ticket,symbol,direction,strategy,entryPrice,exitPrice,entryTime,exitTime,sl,tp,volume,profit,durationMinutes,pips,riskReward
64,XAUUSD,sell,low,2642.16511,2668.58676,2023-01-20T23:20:00.000Z,2023-01-21T23:35:00.000Z,2668.58676,2562.90015,0.07,-184.95,1455,-264.22,1.00
66,XAUUSD,sell,low,2657.60193,2684.17795,2023-01-21T12:40:00.000Z,2023-01-22T02:00:00.000Z,2684.17795,2577.87387,0.08,-212.61,800,-265.76,1.00
69,XAUUSD,sell,low,2676.27721,2703.03998,2023-01-22T00:15:00.000Z,2023-01-22T04:00:00.000Z,2703.03998,2595.98889,0.08,-214.10,225,-267.63,1.00
70,XAUUSD,sell,low,2707.40614,2734.48020,2023-01-22T04:40:00.000Z,2023-01-23T23:40:00.000Z,2734.48020,2626.18396,0.07,-189.52,2580,-270.74,1.00
71,XAUUSD,sell,low,2705.78801,2732.84589,2023-01-22T04:45:00.000Z,2023-01-23T23:40:00.000Z,2732.84589,2624.61437,0.07,-189.41,2575,-270.58,1.00
65,XAUUSD,buy,low,2656.10180,2735.78486,2023-01-21T12:25:00.000Z,2023-01-23T23:50:00.000Z,2629.54078,2735.78486,0.08,637.46,3565,796.83,3.00
73,XAUUSD,sell,low,2697.91538,2724.89454,2023-01-24T02:20:00.000Z,2023-01-24T21:15:00.000Z,2724.89454,2616.97792,0.07,-188.85,1135,-269.79,1.00
74,XAUUSD,sell,low,2697.28721,2724.26008,2023-01-24T02:25:00.000Z,2023-01-24T21:15:00.000Z,2724.26008,2616.36859,0.07,-188.81,1130,-269.73,1.00
72,XAUUSD,sell,low,2703.72852,2730.76580,2023-01-24T02:15:00.000Z,2023-01-25T04:30:00.000Z,2730.76580,2622.61666,0.07,-189.26,1575,-270.37,1.00
76,XAUUSD,buy,low,2712.80450,2685.67645,2023-01-25T03:20:00.000Z,2023-01-25T20:00:00.000Z,2685.67645,2794.18863,0.07,-189.90,1000,-271.28,1.00
78,XAUUSD,sell,low,2681.67160,2708.48832,2023-01-25T23:05:00.000Z,2023-01-26T02:45:00.000Z,2708.48832,2601.22145,0.06,-160.90,220,-268.17,1.00
79,XAUUSD,buy,low,2726.83101,2699.56270,2023-01-26T04:40:00.000Z,2023-01-26T08:50:00.000Z,2699.56270,2808.63594,0.06,-163.61,250,-272.68,1.00
77,XAUUSD,sell,low,2728.81491,2646.95046,2023-01-25T05:25:00.000Z,2023-01-26T22:50:00.000Z,2756.10305,2646.95046,0.06,491.19,2485,818.64,3.00
80,XAUUSD,buy,low,2666.14470,2639.48326,2023-01-26T13:15:00.000Z,2023-01-26T23:25:00.000Z,2639.48326,2746.12905,0.05,-133.31,610,-266.61,1.00
81,XAUUSD,sell,low,2645.98598,2672.44584,2023-01-26T22:55:00.000Z,2023-01-27T00:40:00.000Z,2672.44584,2566.60640,0.06,-158.76,105,-264.60,1.00
75,XAUUSD,sell,low,2717.07287,2635.56068,2023-01-25T03:15:00.000Z,2023-01-27T07:50:00.000Z,2744.24360,2635.56068,0.07,570.59,3155,815.12,3.00
67,XAUUSD,buy,low,2660.84606,2634.23760,2023-01-21T14:35:00.000Z,2023-01-27T15:35:00.000Z,2634.23760,2740.67144,0.08,-212.87,8700,-266.08,1.00
68,XAUUSD,buy,low,2658.62163,2632.03541,2023-01-21T23:00:00.000Z,2023-01-27T15:40:00.000Z,2632.03541,2738.38028,0.08,-212.69,8200,-265.86,1.00
85,XAUUSD,sell,low,2631.97301,2658.29274,2023-01-27T15:40:00.000Z,2023-01-27T18:30:00.000Z,2658.29274,2553.01382,0.06,-157.92,170,-263.20,1.00
84,XAUUSD,sell,low,2634.41944,2660.76364,2023-01-27T15:35:00.000Z,2023-01-27T18:40:00.000Z,2660.76364,2555.38686,0.06,-158.07,185,-263.44,1.00
86,XAUUSD,sell,low,2673.88976,2700.62866,2023-01-27T20:30:00.000Z,2023-01-28T18:55:00.000Z,2700.62866,2593.67307,0.05,-133.69,1345,-267.39,1.00
83,XAUUSD,sell,low,2674.80400,2701.55204,2023-01-27T00:45:00.000Z,2023-01-28T19:15:00.000Z,2701.55204,2594.55988,0.06,-160.49,2550,-267.48,1.00
82,XAUUSD,buy,low,2646.59830,2725.99625,2023-01-26T23:30:00.000Z,2023-01-30T06:10:00.000Z,2620.13232,2725.99625,0.06,476.39,4720,793.98,3.00
